SEQ_NO,ISBN_THIRTEEN_NO,VLM_NM,TITLE_NM,AUTHR_NM,PUBLISHER_NM,PBLICTE_DE,ADTION_SMBL_NM,PRC_VALUE,IMAGE_URL,BOOK_INTRCN_CN,KDC_NM,TITLE_SBST_NM,AUTHR_SBST_NM,TWO_PBLICTE_DE,INTNT_BOOKST_BOOK_EXST_AT,PORTAL_SITE_BOOK_EXST_AT,ISBN_NO
"6352390","9791165261092","","그림으로 개념 잡는 초등 키 수학 6-2 (2022년) - 우등생도 교과서 개념부터 스타트!","키 수학학습방법연구소 (지은이)","키출판사","","63410","15000","https://image.aladin.co.kr/product/28226/95/cover/k212835472_1.jpg","아이들에게 친숙한 일상의 언어에 이해를 돕는 그림을 덧붙여 개념을 제시한다. 그리고 다음 페이지에서는 엄밀한 수학 용어를 통하여 다시 한번 개념을 풀어냅니다. 이렇게 2단계로 구성된 설명 방식은 먼저 수학의 숲을 보고, 바로 이어서 수학의 나무를 하나하나 보게 되는 효과를 얻게 해줄 것이다.","","그림으로개념잡는초등키수학622022년우등생도교과서개념부터스타트","키수학학습방법연구소지은이","2021-11-08","Y","Y",""
"6352391","9791191313499","","2021 전국정신건강관련 기관 현황집 =","국립정신건강센터 [편]","국립정신건강센터","","93510","","","","","2021전국정신건강관련기관현황집","국립정신건강센터편","","Y","Y",""
"6352392","9791133990306","","4차 산업혁명에 대응한 직업교육훈련기관 신산업분야 교원운영 패러다임 전환 연구(2020) ","저자: 안재영","한국직업능력개발원","","93370","","","","","4차산업혁명에대응한직업교육훈련기관신산업분야교원운영패러다임전환연구2020","저자안재영","","Y","Y",""
"6352393","9791125336327","","능률 EBS 수능완성 변형 문제 285제 문학.독서.화법과 작문 - 2022학년도 수능 및 내신 대비","윤산 (지은이)","NE능률(참고서)","","53710","17000","https://image.aladin.co.kr/product/27685/76/cover/k032733337_1.jpg","&lt;EBS 수능완성 문학.독서.화법과 작문&gt;에 수록된 모든 지문에 대한 분석과 변형 문제를 제공하는 책이다. 지문에 대한 자세한 분석뿐 아니라 지문과 관련된 개념과 핵심정리를 수록함으로써 수험생이 스스로, 그리고 보다 주도적으로 공부를 할 수 있도록 하였다.","","능률ebs수능완성변형문제285제문학독서화법과작문2022학년도수능및내신대비","윤산지은이","2021-08-05","Y","Y",""
"6352394","9791133990696","","진로자본 구축을 위한 초·중등 진로체험 운영 방향과 과제 :","저자: 이민욱","한국직업능력개발원","","93370","","","","","진로자본구축을위한초중등진로체험운영방향과과제","저자이민욱","","Y","Y",""
"6352395","9788900465440","","시험에 더 강해지는 보카클리어 : 중학 완성편 - 하루 25개, 40일, 1000개 단어 완성","동아영어콘텐츠연구팀 (지은이)","동아출판","","53740","11000","https://image.aladin.co.kr/product/28171/41/cover/8900465449_1.jpg","교육부 권장 및 교과서 필수 어휘 1000개와 교과서 빈출 숙어도 수록했다. 효과적인 어휘 학습을 위한 시험 포인트를 제공한다. 휴대용 미니 단어장 , 어휘 MP3 파일 및 QR코드, '암기고래' 앱을 이용한 모바일 학습 기능과 같은 학습지원서비스를 제공한다.","","시험에더강해지는보카클리어중학완성편하루25개,40일,1000개단어완성","동아영어콘텐츠연구팀지은이","2021-10-20","Y","Y",""
"6352396","9789264512528","","OECD Institutional Investors Statistics 2020 (Paperback)","OECD (지은이)","OECD","","","135370","https://image.aladin.co.kr/product/25543/57/cover/9264512527_2.jpg","","","oecdinstitutionalinvestorsstatistics2020paperback","oecd지은이","2020-10-05","Y","Y",""
"6352397","9791125336334","","능률 EBS 수능완성 변형 문제 285제 문학·독서·언어와 매체 - 2022학년도 수능 및 내신 대비","NE능률 영어교육연구소 (지은이)","NE능률(참고서)","","53710","17000","https://image.aladin.co.kr/product/27659/97/cover/k032733238_1.jpg","『EBS 수능완성 문학·독서·언어와 매체』에 수록된 모든 지문에 대한 분석과 변형 문제를 제공한다. 이 책은 지문에 대한 자세한 분석뿐 아니라 지문과 관련된 개념과 핵심정리를 수록함으로써 수험생이 스스로, 그리고 보다 주도적으로 공부를 할 수 있도록 하고 있다.","","능률ebs수능완성변형문제285제문학독서언어와매체2022학년도수능및내신대비","ne능률영어교육연구소지은이","2021-08-05","Y","Y",""
"6352398","9791158802523","","남왕 등 6개광산 지반안정성 기본조사 보고서 ","[연구기관]: 중앙컨설턴트","한국광해관리공단","","93460","","","","","남왕등6개광산지반안정성기본조사보고서","연구기관중앙컨설턴트","","Y","Y",""
"6352399","9791125960775","","똑똑한 하루 계산 1B - 혼자 공부하는 4주 완성 연산서, 1학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","63410","12000","https://image.aladin.co.kr/product/26994/51/cover/k032730729_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다.","","똑똑한하루계산1b혼자공부하는4주완성연산서,1학년수준","해법수학연구회,최용준지은이","2021-04-22","Y","Y",""
"6352400","9788900464078","","빠작 중학 국어 문학×비문학 독해 1 - 문학 독해력과 비문학 독해력을 함께 키우는 독해 기본서","박종혁 (지은이)","동아출판","","53710","13000","https://image.aladin.co.kr/product/28141/43/cover/8900464078_1.jpg","문학 독해력과 비문학 독해력을 함께 키우는 독해 기본서. 문학ㆍ비문학 교차 학습을 통해 문학 독해력과 비문학 독해력을 함께 키울 수 있는 중학생용 국어 독해 교재이다.	","","빠작중학국어문학비문학독해1문학독해력과비문학독해력을함께키우는독해기본서","박종혁지은이","2021-10-15","Y","Y",""
"6352401","9791133990634","","사회통합을 촉진하는 진로교육 활성화 연구.","저자: 박동","한국직업능력개발원","","93370","","","","","사회통합을촉진하는진로교육활성화연구","저자박동","","Y","Y",""
"6352402","9789264550384","","Implementing Education Policies Achieving the New Curriculum for Wales (Paperback)","OECD (지은이)","OECD","","","42750","https://image.aladin.co.kr/product/25559/0/cover/9264550380_2.jpg","","","implementingeducationpoliciesachievingthenewcurriculumforwalespaperback","oecd지은이","2020-10-05","Y","Y",""
"6352403","9791158803049","","천안제일광산 토양개량복원사업 실시설계 보고서 ","한국광해관리공단 [편]","한국광해관리공단","","93460","","","","","천안제일광산토양개량복원사업실시설계보고서","한국광해관리공단편","","Y","Y",""
"6352404","9791158802806","","금정(각희)광산 토양개량복원 실시설계 보고서 ","[연구기관]: 동명엔터프라이즈","한국광해관리공단","","93460","","","","","금정각희광산토양개량복원실시설계보고서","연구기관동명엔터프라이즈","","Y","Y",""
"6352405","9791125336297","","능률 VOCA 어원편 (2021 개정 신간)","NE능률 영어교육연구소 (지은이)","NE능률(참고서)","","53740","15000","https://image.aladin.co.kr/product/27882/31/cover/k282734896_1.jpg","어원으로 이해하는 고교 핵심 어휘 학습 교재다. 각 어휘의 파생어, 유/반의어를 수록하여 풍부한 어휘 확장이 가능하다. 어휘별 수능 빈출도/중요도 및 수능 빈출 의미를 표시하였다. 어휘의 실제적인 쓰임을 잘 보여주는 예문을 제시하였다. Blended Learning을 통해 암기 효과를 극대화하였다.","","능률voca어원편2021개정신간","ne능률영어교육연구소지은이","2021-08-05","Y","Y",""
"6352406","9791158802783","","증자동광산 토양개량복원 실시설계용역 설계보고서 ","[연구기관]: 강원토건","한국광해관리공단","","93460","","","","","증자동광산토양개량복원실시설계용역설계보고서","연구기관강원토건","","Y","Y",""
"6352407","9788900464139","","빠작 중학 국어 고전 문학 독해 - 필수 작품을 통해 고전 문학 독해력을 기르는 독해 기본서","신장우, 이경호 (지은이)","동아출판","","53710","12000","https://image.aladin.co.kr/product/28141/45/cover/8900464132_1.jpg","중고등 교과서 수록 작품, 수능 및 모의평가 기출 작품 등 반드시 알아두어야 할 필수 문학 작품을 엄선하여 수록하였다. 고전 시가는 &lt;독해 연습&gt; 및 &lt;실전 확인&gt;과 같은 단계를 제시하고, 고전 산문은 충분한 지문과 특화된 전체 줄거리 등을 제시한다.","","빠작중학국어고전문학독해필수작품을통해고전문학독해력을기르는독해기본서","신장우,이경호지은이","2021-10-15","Y","Y",""
"6352408","9788900464153","","빠작 중학 국어 한자 어휘 - 한자를 통해 중학 국어 필수 어휘를 배우는 한자 어휘 기본서","이은영 (지은이)","동아출판","","53710","13000","https://image.aladin.co.kr/product/28141/46/cover/8900464159_1.jpg","한자를 통해 중학 국어 필수 어휘를 배우는 한자 어휘 기본서다. 중학교 전 학년 국어 어휘 중 필수 한자 어휘를 엄선하여 수록하였다. 어휘의 의미를 쉽게 이해하도록 중학생 맞춤형 예문을 제시하였다. 예문에 빈칸을 두어 어휘를 직접 따라 쓰며 어휘의 실제 쓰임을 익힐 수 있다.","","빠작중학국어한자어휘한자를통해중학국어필수어휘를배우는한자어휘기본서","이은영지은이","2021-10-15","Y","Y",""
"6352409","9791125961413","","똑똑한 하루 사고력 1B - 창의·융합·서술·코딩, 1학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","63410","14000","https://image.aladin.co.kr/product/26994/46/cover/k902730729_1.jpg","똑똑한 하루 사고력은 4주 완성 사고력학습의 입문서이다. 아이들이 꼭 알아야하는 필수 사고력 유형을 담아냈으며 기존의 딱딱하고 어려운 사고력 공부가 아닌 재미와 흥미로 아이들 스스로가 학습할 수 있도록 구성되어 있다. ","","똑똑한하루사고력1b창의융합서술코딩,1학년수준","해법수학연구회,최용준지은이","2021-04-22","Y","Y",""
"6352410","9788900464177","","빠작 중학 국어 첫 문법 - 중학 국어 문법을 쉽게 익히는 문법 입문서","이은정 (지은이)","동아출판","","53710","12000","https://image.aladin.co.kr/product/28141/45/cover/8900464175_1.jpg","중학 국어 문법을 쉽게 익힐 수 있는 문법 입문서다. 짧은 단위로 끊어서 정리한 개념을 다양한 예시, 표와 그림을 통해 쉽게 이해할 수 있다. 연습 문제로 학습 내용을 바로 점검할 수 있으며, ‘쪽지 시험’으로 복습이 가능하다. 내신형 문제로 실력 확인을 할 수 있다.","","빠작중학국어첫문법중학국어문법을쉽게익히는문법입문서","이은정지은이","2021-10-15","Y","Y",""
"6352411","9791158802738","","둔전광산 토양개량복원공사 설계보고서 ","[연구기관]: 시엔씨","한국광해관리공단","","93460","","","","","둔전광산토양개량복원공사설계보고서","연구기관시엔씨","","Y","Y",""
"6352412","9788901254074","","대치동수학 :","지은이: 깊은생각","웅진씽크빅","","63410","","","","","대치동수학","지은이깊은생각","","Y","Y",""
"6352413","9789264351561","","Government at a Glance 2019 (Paperback)","경제협력개발기구 (지은이)","Org. for Economic Cooperation & Development","","","94050","https://image.aladin.co.kr/product/22032/65/cover/9264351566_2.jpg","","","governmentataglance2019paperback","경제협력개발기구지은이","2020-01-23","Y","Y",""
"6352414","9788900464733","","큐브수학 개념 초등 수학 1-1 (2022년) - 기본을 다지는 교과서 중심 개념서","동아출판(참고서) 편집부 (지은이)","동아출판","","63410","14500","https://image.aladin.co.kr/product/27970/49/cover/8900464736_1.jpg","쉽고 재미있는 개념 설명과 개념 반복 학습으로 교과서 개념을 탄탄히 다질 수 있고, 특별 부록(매칭북)으로 기초력을 향상시킬 수 있는 학습지와 수학 익힘 유사 문제가 제공된다. 교과 역량 문제를 통해 초등 수학 핵심 역량을 강화할 수 있다.","","큐브수학개념초등수학112022년기본을다지는교과서중심개념서","동아출판참고서편집부지은이","2021-09-20","Y","Y",""
"6352415","9788965822752","","중학교 역사.","지은이: 이익주","리베르스쿨","","53900","","","","","중학교역사","지은이이익주","","Y","Y",""
"6352416","9791158803469","","청풍 등 4개 광산 지반안정성 기본조사 용역 ","[연구기관]: 한서엔지니어링","한국광해관리공단","","93460","","","","","청풍등4개광산지반안정성기본조사용역","연구기관한서엔지니어링","","Y","Y",""
"6352417","9789264663930","","Integrating responsible business conduct in public procurement (Paperback)","Organisation for Economic Co-operation and Devel (지은이)","Organization for Economic Co-operation and Develop","","","43120","https://image.aladin.co.kr/product/26855/37/cover/9264663932_2.jpg","","","integratingresponsiblebusinessconductinpublicprocurementpaperback","organisationforeconomiccooperationanddevel지은이","2020-12-22","Y","Y",""
